"","ID","ID_year","ID_Rater1","ID_Rater2","Score_Rater1","Score_Rater2","C_extra_1","C_extra_2","C_sum_1","C_sum_2","L_extra_1","L_extra_2","L_struct_1","L_struct_2","L_style_1","L_style_2","L_syntax_1","L_syntax_2"
"335",100292,11,"0001d8b7","0001b0f6",35,33,0,0,16,22,0,0,6,5,6,4,7,2
"336",100293,14,"0000ce21","0001d4dd",26,33,0,0,18,24,0,0,4,5,4,4,0,0
"337",100294,13,"0000ccfb","0000cccf",34,28,0,0,22,19,0,0,6,6,3,3,3,0
"338",100295,10,"0001d577","0001b141",32,27,0,0,20,19,0,0,4,4,5,4,3,0
"339",100296,10,"0000cccf","0001a9bd",34,34,0,0,20,20,0,0,6,6,3,3,5,5
"340",100297,10,"0001d3a5","0000cabf",31,34,1,1,21,25,0,0,6,5,3,3,0,0
"341",100298,13,"0001d665","0001d3a0",45,39,2,0,25,24,1,0,6,6,5,4,6,5
"342",100299,12,"0001dbaf","0001d2d4",40,44,1,1,26,27,0,1,6,6,3,5,4,4
"343",100300,14,"0001de3e","0001d57a",35,29,0,0,26,21,0,0,6,5,2,3,1,0
"344",100301,14,"0000c9ba","0001d8b2",32,29,1,0,22,20,0,0,6,5,3,2,0,2
"345",100302,12,"0001dbbd","0000cd39",24,27,0,0,16,22,0,0,5,4,3,1,0,0
"346",100303,12,"0001d182","0001ae08",38,35,0,0,23,22,0,0,6,4,4,4,5,5
"347",100304,10,"0001d4dd","0001ae1b",38,40,0,1,25,22,0,1,6,6,4,5,3,5
"348",100305,12,"0001d39f","0000cee7",38,30,0,0,23,21,0,0,6,4,6,3,3,2
"350",100307,14,"0001d353","0000cee4",31,36,0,0,18,24,0,0,6,5,5,4,2,3
"351",100308,12,"0001db88","0000ccf0",24,16,0,0,11,5,1,0,5,4,5,4,2,3
"353",100309,12,"0001d5fb","0001daa6",37,39,0,0,29,28,0,1,5,6,3,4,0,0
"354",100310,11,"0001ae17","0001ae08",25,26,0,0,13,16,0,0,5,4,3,3,4,3
"356",100311,11,"0001dbce","0001dc09",21,20,0,0,14,11,0,0,4,6,3,3,0,0
"357",100311,13,"0001d4e3","0001d5e1",29,22,0,0,19,13,0,0,5,4,4,5,1,0
"359",100312,11,"0001d3a1","0000cac0",35,36,1,0,23,24,0,0,6,6,5,5,0,1
"360",100313,11,"0001dbd5","0000cbf8",24,29,0,0,15,18,0,0,5,6,2,3,2,2
"361",100314,13,"0001a9c5","0000cccf",26,25,0,0,18,16,0,0,5,6,3,3,0,0
"362",100315,10,"0001dbea","0001d181",28,25,0,0,21,16,0,0,5,5,2,3,0,1
"363",100316,10,"0001dbd9","0001d3a8",40,36,0,1,26,24,0,0,6,6,4,3,4,2
"364",100317,13,"0001d8b2","0000cbf8",36,38,1,0,27,26,0,0,5,6,3,4,0,2
"365",100318,13,"0001d56a","0001d8b2",20,28,0,0,13,18,0,0,4,6,3,3,0,1
"366",100318,14,"0001dba2","0001b0f5",19,20,0,0,11,10,0,0,5,5,3,5,0,0
"368",100319,14,"0001d32b","0001d395",24,39,0,1,14,20,0,0,5,6,4,6,1,6
"369",100320,13,"0000c9c0","0001d590",28,28,0,0,18,19,0,0,5,6,4,3,1,0
"370",100321,14,"0001d66f","0001dbf2",38,36,0,0,29,24,0,0,4,5,5,5,0,2
"372",100323,14,"0001b141","0001ad83",30,24,0,0,22,17,0,0,5,5,3,2,0,0
"373",100324,13,"0000ccf0","0000cd39",41,40,1,0,27,26,0,0,4,6,4,3,5,5
"374",100325,14,"0001dba2","0001b0f5",24,23,0,0,16,15,0,0,5,5,3,3,0,0
"375",100326,14,"0001d8b4","0000ce21",28,27,0,0,18,17,0,0,4,5,3,3,3,2
"376",100327,14,"0001d4e2","0000ceea",24,27,0,0,15,19,0,0,5,5,2,1,2,2
"377",100328,12,"0001dbcd","0001dc0c",35,34,0,0,22,20,0,0,5,6,5,5,3,3
"378",100329,11,"0001dc08","0000ccf0",25,25,0,0,16,11,0,0,5,6,4,4,0,4
"379",100330,14,"0001d457","0001b105",21,25,0,0,15,16,0,0,2,4,3,3,1,2
"380",100331,13,"0001d4e4","0001d3a4",38,39,1,2,25,26,0,1,6,5,5,3,1,2
"381",100332,12,"0001ae1c","0001d4dd",36,28,1,0,26,18,0,0,6,6,2,3,1,1
"385",100334,11,"0001dbaf","0001d57a",29,31,0,0,20,23,0,0,4,5,4,3,1,0
"386",100335,14,"0001d382","0001ae1d",30,35,0,1,19,24,0,0,5,6,3,2,3,2
"389",100337,14,"0001d3a4","0001d30c",40,35,2,0,29,21,0,0,5,6,3,5,1,3
"390",100338,13,"0001d665","0001d3a0",32,32,0,0,17,19,0,0,6,6,3,3,6,4
"391",100339,10,"0001dc1c","0001d3a4",29,22,0,0,20,17,0,0,6,5,2,0,1,0
"393",100340,12,"0000cac2","0001b0f7",21,32,0,0,13,20,0,0,4,2,2,5,2,5
"395",100342,11,"0001dc0b","0001d676",36,21,0,0,24,14,0,0,4,5,5,0,3,2
"396",100343,10,"0001dbc2","0001d674",29,30,0,0,18,17,0,0,6,6,3,3,2,4
"397",100344,10,"0001d395","0001dc0c",32,15,0,0,18,10,0,0,6,4,5,1,3,0
"398",100345,12,"0001d181","0001d8b5",22,23,0,0,15,14,0,0,6,5,1,2,0,2
"399",100346,13,"0001d393","0001d66c",28,25,0,0,17,14,0,0,4,5,6,4,1,2
"400",100347,13,"0001d57d","0001d37d",34,30,0,0,25,21,0,0,6,6,3,2,0,1
"401",100348,10,"0001db8e","0001dbd8",25,16,0,0,17,10,0,0,6,4,2,2,0,0
"402",100349,10,"0000ccfb","0001d8b4",35,33,0,0,19,18,1,0,6,6,4,4,5,5
"403",100350,11,"0001b109","0001d8b4",23,23,0,0,12,12,0,0,6,3,4,4,1,4
"405",100350,12,"0001d3a5","0000c9bd",29,28,0,0,20,21,0,0,6,5,3,2,0,0
"406",100351,11,"0000cccf","0001d4dd",28,35,0,0,18,21,0,0,6,6,3,5,1,3
"408",100353,10,"0000caba","0001dbb3",35,36,0,0,23,21,0,0,5,6,5,5,2,4
"409",100354,10,"0001a9c1","0001dc0b",36,31,0,0,22,19,1,0,5,5,6,4,2,3
"410",100355,14,"0000c9bc","0001d8b2",41,41,1,0,26,26,0,1,6,6,4,3,4,5
"412",100357,14,"0001dbce","0001d2d4",21,22,0,0,16,14,0,0,5,6,0,2,0,0
"414",100358,10,"0001d4e4","0001a9c2",29,21,0,0,19,13,0,0,6,6,3,1,1,1
"416",100359,11,"0001d181","0001dbd4",32,28,0,0,23,18,0,0,5,6,3,3,1,1
"417",100360,11,"0001dba6","0001d395",26,35,0,0,18,17,0,0,4,6,4,6,0,6
"418",100361,14,"0000c9bc","0001d181",26,32,0,0,17,18,0,0,6,6,2,4,1,4
"420",100363,12,"0001a9ca","0001d5f0",31,35,0,0,17,27,0,0,6,6,4,1,4,1
"421",100364,10,"0001a9c1","0001dc0b",38,33,0,0,25,20,0,0,5,6,6,4,2,3
"422",100365,13,"0000cee4","0001dbed",32,29,0,0,17,20,0,0,6,4,5,4,4,1
"423",100366,13,"0001a9c2","0001b141",20,24,0,0,15,17,0,0,5,3,0,4,0,0
"425",100367,14,"0001d5f0","0000c9c0",31,25,0,0,25,15,0,0,6,5,0,5,0,0
"427",100369,13,"0000c9c0","0001d590",30,28,0,0,19,20,0,0,4,6,5,2,2,0
"428",100370,10,"0001d49a","0001db88",26,27,0,0,15,12,0,0,3,6,3,6,5,3
"430",100372,10,"0001d66b","0001d3a6",23,26,0,0,15,18,0,0,4,5,3,3,1,0
"432",100372,11,"0000cabf","0001daa3",19,18,0,0,14,13,0,0,5,4,0,1,0,0
"433",100373,13,"0001de3e","0001dbb3",41,28,0,0,29,18,0,0,6,5,4,4,2,1
"434",100374,11,"0001d4e4","0001d4e3",33,33,0,0,23,24,0,0,6,5,3,3,1,1
"435",100375,13,"0001dba3","0001d665",33,28,0,0,20,15,0,0,5,6,5,4,3,3
"436",100376,14,"0001d3a5","0001d591",25,27,0,0,16,19,0,0,6,5,3,3,0,0
"437",100377,14,"0001dba2","0001ae09",30,34,0,0,17,27,0,0,5,5,4,2,4,0
"438",100378,10,"0001d32b","0001dbcd",38,30,1,0,23,20,0,0,6,6,4,4,4,0
"439",100379,12,"0001d569","0001d181",24,15,0,0,18,12,0,0,5,3,1,0,0,0
"440",100380,12,"0000ce1e","0000c9b6",19,12,0,0,12,9,0,0,5,2,1,1,1,0
"441",100380,13,"0001d590","0001d57a",25,26,0,0,16,20,0,0,6,3,3,3,0,0
"442",100381,12,"0001dbf2","0001d37d",29,21,0,0,19,15,0,0,5,4,4,2,1,0
"443",100382,13,"0001a9bd","0000c9b3",37,26,0,0,24,17,0,0,6,5,4,4,3,0
"445",100383,14,"0001d56a","0001dba7",24,32,0,0,14,17,0,0,5,5,3,4,2,6
"446",100384,13,"0001a9cc","0000ce1f",24,32,0,0,17,20,0,0,5,6,1,6,1,0
"447",100385,11,"0001b0f5","0001dc14",45,43,1,1,27,27,1,0,6,6,6,6,4,3
"448",100386,12,"0001d30c","0001d4e2",44,45,1,1,26,29,1,0,6,6,4,3,6,6
"449",100387,11,"0000cee7","0001d39f",24,22,0,0,19,13,0,0,3,6,2,3,0,0
"450",100388,12,"0000cd39","0001dbcd",30,32,0,0,22,24,0,0,4,5,4,3,0,0
"451",100389,12,"0001d58a","0001db9d",25,22,0,0,16,12,0,0,4,4,4,4,1,2
"452",100390,14,"0000ce20","0001d2d3",25,25,0,0,18,18,0,0,5,4,2,1,0,2
"453",100391,11,"0001d585","0001dbf1",31,28,0,0,17,15,0,0,6,6,5,5,3,2
"454",100392,10,"0001dbd5","0001d569",23,31,0,0,15,19,0,0,5,6,3,3,0,3
"455",100393,13,"0001d577","0000cc35",35,27,0,0,21,19,0,0,5,4,4,2,5,2
"456",100394,11,"0001d57a","0001dbaf",33,37,0,0,25,26,0,0,5,6,3,3,0,2
"457",100395,11,"0001d56e","0001d580",16,27,0,0,10,21,0,0,3,3,3,3,0,0
"459",100396,12,"0001d57d","0001dbaf",36,35,1,0,25,24,0,0,4,6,5,4,1,1
"460",100397,14,"0001d5fb","0001ae08",43,42,0,1,27,26,0,1,5,5,5,5,6,4
"461",100398,10,"0001dbff","0001d3a1",47,36,2,0,29,23,0,0,6,6,5,3,5,4
"462",100399,11,"0001d8b5","0001dbd5",34,23,0,0,25,17,0,0,6,5,3,1,0,0
"464",100400,14,"0001ae09","0001d8b8",38,38,0,1,30,24,0,0,4,6,3,6,1,1
"466",100402,12,"0001d5ea","0000ce1e",32,33,0,0,20,22,0,0,4,6,5,3,3,2
"467",100403,14,"0001d382","0000ccfb",23,30,0,0,16,22,0,0,4,6,3,2,0,0
"468",100404,11,"0001d58a","0001dc0c",17,16,0,0,12,12,0,0,3,4,2,0,0,0
"471",100406,10,"0001ae1c","0001ae1b",25,26,0,0,18,17,0,0,6,6,0,0,1,3
"473",100407,11,"0001d585","0001dbcb",33,26,1,0,21,17,0,0,6,5,5,3,0,1
"475",100407,14,"0000ce13","0001d56b",22,19,0,0,15,12,0,0,5,3,1,3,1,1
"477",100408,13,"0000ceea","0001d32b",29,37,0,2,20,20,0,0,5,6,1,5,3,4
"478",100409,13,"0000ce20","0000c9b9",37,33,0,1,26,22,0,0,5,6,4,2,2,2
"479",100410,13,"0001dbc3","0001d668",25,33,0,0,16,22,0,0,6,6,3,4,0,1
"481",100411,12,"0000cac2","0001dbc3",31,32,0,0,21,22,0,0,6,5,3,4,1,1
"482",100412,13,"0000cccf","0001ae1c",43,43,1,1,28,27,0,0,6,6,4,4,4,5
"483",100413,11,"0000ca9f","0001a9c2",29,32,0,1,15,20,0,0,6,6,6,4,2,1
"484",100414,14,"0001d5c7","0001dc0b",33,29,0,0,25,19,0,0,5,6,3,3,0,1
"485",100415,11,"0001dc0b","0001d676",28,28,0,0,22,19,0,0,4,5,2,4,0,0
"486",100416,13,"0000cabb","0000cab4",22,31,0,0,12,20,0,0,4,5,6,4,0,2
"490",100418,13,"0001dbea","0001d181",32,27,0,0,23,21,0,0,5,5,4,1,0,0
"491",100419,10,"0001dbcb","0001a9cc",21,21,0,0,12,14,0,0,6,5,3,2,0,0
"492",100420,13,"0001d33e","0000cc4c",31,37,0,1,22,22,0,0,5,6,4,3,0,5
"493",100421,12,"0001d382","0000cc4c",33,32,0,0,21,21,0,0,5,5,4,4,3,2
"494",100422,10,"0001d49b","0001dbf5",43,37,2,0,29,27,0,0,6,6,4,4,2,0
"495",100423,11,"0001dbcb","0001d569",34,38,0,0,21,23,0,0,6,6,2,4,5,5
"497",100424,11,"0001ae09","0001b120",49,43,2,0,28,23,1,2,6,6,6,6,6,6
"498",100425,10,"0001d577","0001b0fa",35,39,0,2,22,26,0,0,5,6,5,5,3,0
"499",100426,13,"0001dba3","0001d665",33,27,0,0,19,14,0,0,5,4,5,5,4,4
"500",100427,13,"0001d588","0001dbd6",31,33,0,0,22,23,0,0,5,6,4,4,0,0
"501",100428,13,"0001dbd5","0000cee1",28,24,0,0,20,16,0,0,5,5,3,2,0,1
"502",100429,11,"0001d569","0001d181",35,32,0,0,24,23,0,0,5,5,4,1,2,3
"503",100430,12,"0001d30e","0001d30c",7,11,0,0,3,5,0,0,2,4,2,2,0,0
"505",100431,10,"0001dbc3","0001d668",40,36,1,0,26,23,0,0,6,6,4,4,3,3
"506",100432,12,"0001d5fb","0001d3a9",23,21,0,0,10,11,0,0,5,6,5,4,3,0
"507",100433,11,"0000cabc","0001db8d",17,25,0,0,9,17,0,0,3,4,5,3,0,1
"508",100434,11,"0001d56a","0001d8b5",32,35,0,0,27,22,0,0,3,5,2,4,0,4
"509",100435,11,"0000cac0","0001dbff",17,28,0,0,8,17,0,0,5,6,3,3,1,2
"512",100438,14,"0001d51c","0001dbdc",31,39,0,1,22,25,0,0,6,5,3,5,0,3
"514",100440,13,"0001dbed","0001dbce",31,30,0,0,16,21,0,0,6,5,5,2,4,2
"515",100441,14,"0001d51c","0001dbdc",30,33,0,0,18,19,0,0,6,5,4,5,2,4
"516",100442,12,"0000cbf8","0001d56a",37,29,0,0,23,19,0,0,6,5,3,4,5,1
"517",100443,10,"0001dbb3","0001d2d4",33,33,0,0,24,24,0,0,6,6,3,3,0,0
"519",100444,11,"0001dbc5","0001b105",30,28,0,0,22,20,0,0,4,5,3,3,1,0
"520",100445,10,"0000cee6","0001d33e",29,28,0,0,19,19,0,0,6,6,1,3,3,0
"521",100446,11,"0001d8b5","0001dbcb",30,26,0,0,21,17,0,0,5,6,4,2,0,1
"522",100447,13,"0001de3e","0000c9c0",43,38,0,0,30,25,0,0,6,6,4,5,3,2
"523",100448,11,"0001db8f","0001dba7",23,25,0,0,14,14,0,0,6,6,3,5,0,0
"525",100448,12,"0001d181","0001d8b5",12,10,0,0,5,5,0,0,6,5,1,0,0,0
"527",100449,11,"0001dbd9","0001d3aa",24,32,0,0,18,23,0,0,3,5,3,4,0,0
"528",100450,11,"0001dc0b","0001d676",33,24,0,0,19,14,0,0,6,5,5,3,3,2
"529",100451,11,"0000cc4c","0001ae1b",33,33,0,0,22,20,0,0,5,6,4,3,2,4
"530",100452,13,"0001d57b","0001d2d3",27,24,0,0,17,16,0,0,5,5,3,2,2,1
"531",100453,14,"0001ad83","0000ca9f",32,27,0,0,22,17,0,0,3,5,5,3,2,2
"532",100454,10,"0001dbb3","0001d2d4",32,25,0,0,19,16,0,0,6,6,4,3,3,0
"533",100455,10,"0001dbaf","0001dbc5",19,20,0,0,10,11,0,0,4,5,4,3,1,1
"534",100455,11,"0001dbb5","0000ccfb",34,37,0,1,23,26,0,0,6,5,5,3,0,2
"535",100456,13,"0001d33e","0000cc4c",29,40,0,1,17,24,0,0,6,5,4,5,2,5
"536",100457,14,"0001dbc2","0001d577",35,34,0,0,21,19,0,0,6,6,5,5,3,4
"537",100458,12,"0000cac2","0001d34e",33,34,0,0,23,24,0,0,4,5,3,3,3,2
"538",100459,12,"0000c9b3","0001ae1d",33,37,0,0,21,20,0,0,3,6,5,5,4,6
"539",100460,13,"0001d57d","0001a9ca",35,34,0,0,25,22,0,0,4,6,4,4,2,2
"540",100461,10,"0001d39e","0001d5e1",21,35,0,0,15,21,0,0,2,6,2,4,2,4
"541",100462,11,"0001dbbd","0001d580",26,37,0,1,18,25,0,0,4,5,4,4,0,2
"542",100463,10,"0001dbd6","0001dba7",25,21,0,0,15,9,0,0,5,4,5,5,0,3
"543",100464,12,"0001d2d4","0001d586",22,21,0,0,13,11,0,0,6,5,3,2,0,3
"545",100465,10,"0001d37d","0001d66f",32,31,0,0,22,22,0,0,6,4,4,4,0,1
"546",100466,14,"0001de3e","0001d57a",42,36,0,0,30,27,0,0,6,6,2,3,4,0
"548",100468,11,"0001dbd5","0001a9cb",27,21,0,0,19,16,0,0,5,4,3,1,0,0
"551",100470,10,"0001b141","0001d3aa",33,35,1,0,18,19,0,0,6,6,4,5,4,5
"552",100471,10,"0001ae1c","0001ae1b",26,32,0,0,19,21,0,0,5,6,0,1,2,4
"553",100472,10,"0000cd23","0001d51c",41,32,0,0,26,22,0,0,5,6,5,3,5,1
"554",100473,10,"0000caba","0001dbb3",27,25,0,0,18,17,0,0,5,6,4,2,0,0
"555",100474,11,"0001d674","0001dbc2",24,18,0,0,16,15,0,0,5,1,3,2,0,0
"556",100475,11,"0001dbb0","0000c9c0",39,35,0,0,23,20,1,0,6,6,5,6,4,3
"557",100476,14,"0001d8b2","0000c9ba",34,27,0,0,26,20,0,0,5,4,3,3,0,0
"558",100477,10,"0001d182","0001dc20",29,31,0,0,20,22,0,0,5,6,3,3,1,0
"559",100478,11,"0001db8f","0001d56a",31,28,0,0,21,21,0,0,5,4,5,3,0,0
"562",100479,13,"0001dbff","0000c9bc",24,25,0,0,17,17,0,0,5,5,2,3,0,0
"563",100480,10,"0001dbed","0001d5f0",37,36,0,0,25,25,0,0,6,6,5,2,1,3
"564",100481,12,"0000c9b4","0000cab4",40,35,1,0,23,21,1,0,6,6,4,4,5,4
"565",100482,10,"0001d3aa","0001d3a0",35,31,0,0,26,20,0,0,6,6,3,5,0,0
"566",100483,10,"0001dbc8","0001d3a8",41,33,1,0,25,23,1,0,5,5,5,3,4,2
"568",100484,11,"0001d5c7","0001d668",29,31,0,0,18,21,0,0,6,5,4,3,1,2
"569",100485,14,"0001d33e","0000cccf",30,33,0,0,19,22,0,0,5,6,6,3,0,2
"570",100486,14,"0000ce13","0001d56b",25,32,0,0,17,20,0,0,6,6,1,4,1,2
"571",100487,12,"0001ae1d","0001a9bd",24,21,0,0,12,11,0,0,6,6,4,3,2,1
"573",100488,11,"0001db88","0001dbcd",35,28,0,0,16,14,2,0,6,6,6,4,5,4
"574",100489,12,"0001dbaf","0001d2d4",38,37,0,0,26,26,0,0,6,6,3,5,3,0
"575",100490,13,"0001d570","0000c9b8",32,29,0,0,25,21,0,0,5,5,2,3,0,0
"576",100491,10,"0001ae09","0001d5fb",38,33,0,0,27,24,0,0,6,4,4,3,1,2
"577",100492,11,"0001d569","0001d181",28,31,0,0,20,20,0,0,6,5,2,3,0,3
"578",100492,13,"0000ce21","0000c9bf",35,40,0,0,16,23,1,2,6,6,6,4,6,5
"579",100493,14,"0001ae08","0001db8d",32,33,0,0,24,22,0,0,4,5,3,3,1,3
"580",100494,10,"0001dc1c","0001db9d",37,21,0,0,25,13,0,0,6,4,4,4,2,0
"581",100495,11,"0001dbb3","0001d5f0",28,25,0,0,17,19,0,0,6,6,5,0,0,0
"582",100496,14,"0001d8b2","0000cac0",36,33,0,1,26,23,0,0,6,6,3,1,1,2
"583",100497,11,"0000cac0","0001dbff",25,24,0,0,20,17,0,0,3,5,2,2,0,0
"584",100498,14,"0001d30c","0000cd39",30,30,0,0,16,22,0,0,6,6,5,2,3,0
"585",100499,10,"0000cee3","0001d4e2",31,35,0,0,17,19,0,0,6,6,4,5,4,5
"586",100500,12,"0001d2d3","0001d353",24,18,0,0,19,12,0,0,5,4,0,2,0,0
"587",100501,14,"0000ceea","0001db9d",31,23,0,0,18,12,0,0,4,4,3,5,6,2
"588",100502,13,"0001a9bd","0001d497",36,40,0,1,21,25,0,0,6,6,4,4,5,4
"589",100503,11,"0001d58a","0001dba6",25,25,0,0,18,19,0,0,4,4,3,2,0,0
"591",100503,12,"0001d3a4","0001dbfb",28,33,0,2,20,16,0,1,4,6,3,5,1,3
"592",100504,10,"0001d570","0001d8b8",26,30,0,0,17,16,0,0,4,5,3,5,2,4
"593",100505,10,"0001d380","0001d381",31,30,0,0,20,19,0,0,5,5,3,3,3,3
"594",100506,10,"0001db8f","0001dbd4",48,36,1,0,29,20,1,0,6,6,6,5,5,5
"595",100507,14,"0000cab9","0001dbc5",40,39,0,0,20,23,2,1,6,6,6,4,6,5
"596",100508,14,"0001d570","0001d182",28,28,0,0,21,19,0,0,4,5,3,4,0,0
"597",100509,11,"0001dbb5","0001d497",42,33,0,0,28,22,0,0,5,5,5,4,4,2
"599",100510,11,"0001d3a5","0001daa3",36,34,1,1,27,25,0,0,5,5,3,3,0,0
"600",100511,14,"0001d3a8","0001dba3",42,34,1,0,26,21,0,0,6,5,5,5,4,3
"601",100512,13,"0001d33e","0001a9bd",33,35,0,0,19,21,0,0,5,6,5,4,4,4
"602",100513,13,"0001d665","0001d3a0",37,37,1,0,22,24,0,0,6,6,4,5,4,2
"603",100514,10,"0001dbd8","0001db91",26,25,0,0,17,18,0,0,5,5,3,2,1,0
"604",100515,13,"0001d395","0001d392",35,30,0,0,18,21,0,0,6,5,5,2,6,2
"605",100516,13,"0001d588","0001dbd6",27,31,0,0,16,20,0,0,5,6,4,5,2,0
"606",100517,10,"0001d3a5","0001d393",34,38,1,1,25,25,0,0,6,6,2,6,0,0
"607",100518,10,"0001d5e1","0001dbe0",39,34,2,0,24,21,0,0,5,6,5,4,3,3
"609",100520,10,"0001dbb1","0001a9c3",36,32,1,0,24,21,1,0,6,6,3,3,1,2
"610",100521,10,"0001b109","0000ccfb",24,36,0,1,15,25,0,0,6,6,3,3,0,1
"611",100522,12,"0001de3e","0001dbed",31,26,0,0,21,15,0,0,6,6,2,3,2,2
"612",100523,12,"0000ccfc","0001ae1c",29,38,0,1,18,23,0,0,5,6,3,2,3,6
"614",100525,10,"0001d668","0001dc0b",36,40,0,1,25,25,0,0,5,6,4,5,2,3
"615",100526,10,"0001dbb0","0001dbc5",33,36,0,0,20,21,0,0,5,6,4,5,4,4
"616",100527,11,"0000ceeb","0001b120",38,37,1,1,23,23,1,1,5,6,5,4,3,2
"617",100528,12,"0000c9bc","0000cee1",34,32,0,0,24,23,0,0,6,5,1,3,3,1
"618",100529,13,"0000cee1","0001dbea",31,20,0,0,25,18,0,0,4,1,2,1,0,0
"619",100530,14,"0001ae07","0001dba3",30,30,0,0,17,20,0,0,5,4,5,5,3,1
"620",100531,10,"0001d5c7","0001a9c1",33,32,0,0,22,24,0,0,5,5,4,3,2,0
"621",100532,11,"0001db8f","0001dba7",24,28,0,0,14,15,0,0,6,6,4,5,0,2
"623",100532,12,"0001d181","0001d8b5",28,34,0,0,19,17,0,0,5,6,2,5,2,6
"624",100533,14,"0001ae1b","0001dbb5",35,38,0,0,24,23,0,0,5,6,3,4,3,5
"625",100534,10,"0001d668","0001d66b",34,32,0,0,21,20,0,0,5,5,4,4,4,3
"626",100535,14,"0000cab4","0001d3a8",42,31,2,0,27,22,0,0,5,6,5,3,3,0
"629",100537,12,"0001dbb1","0001d66d",28,34,0,1,19,20,0,0,5,6,3,3,1,4
"630",100538,10,"0001d2d3","0001d353",28,23,0,0,20,15,0,0,5,5,3,1,0,2
"634",100541,13,"0000c9b8","0001b0f5",19,29,0,0,13,16,0,0,3,5,3,5,0,3
"635",100542,12,"0001d393","0001d66c",41,40,0,2,28,29,0,0,6,6,5,3,2,0
"636",100543,14,"0001d5fb","0001ae08",31,32,0,0,18,19,0,0,5,5,4,5,4,3
"638",100545,12,"0001a9cb","0001dbff",36,37,0,0,27,25,0,0,6,6,2,3,1,3
"639",100546,11,"0000cac0","0001dbff",34,38,0,0,22,21,0,1,6,6,3,6,3,4
"640",100547,13,"0001dbd8","0001dc14",32,33,0,0,21,22,0,0,5,6,5,4,1,1
"641",100548,12,"0001b105","0001de3e",19,34,0,0,11,26,0,0,6,6,2,2,0,0
"642",100549,10,"0001d497","0001d33e",32,29,0,0,21,18,0,0,6,5,4,4,1,2
"644",100551,13,"0001dbed","0001dbce",40,34,0,1,26,21,0,0,5,5,5,3,4,4
"645",100552,11,"0001d5e1","0001a9bf",37,29,0,0,22,16,0,0,6,6,5,5,4,2
"646",100553,10,"0001a9bf","0001d5e1",26,24,0,0,15,12,0,0,6,6,4,4,1,2
"648",100554,12,"0001dbd7","0001dbc3",14,15,0,0,7,7,0,0,4,5,3,3,0,0
"650",100555,13,"0001dbd4","0001d569",31,38,0,1,18,24,0,0,6,5,4,4,3,4
"651",100556,14,"0001d4e2","0001dc0c",21,11,0,0,12,8,0,0,3,2,4,0,2,1
"652",100557,12,"0001dbcb","0001d8b5",34,37,0,0,19,18,0,2,6,6,4,5,5,6
"653",100558,14,"0000cac2","0001d5c7",25,25,0,0,18,16,0,0,5,5,2,4,0,0
"654",100559,14,"0001b0f6","0001dc09",33,37,0,0,22,23,0,0,5,5,3,5,3,4
"655",100560,10,"0001d3a0","0000cab4",29,24,0,0,14,16,0,0,6,4,6,4,3,0
"656",100561,10,"0001db9d","0001d56e",25,25,0,0,15,16,0,0,5,5,3,3,2,1
"657",100562,13,"0001dbf2","0001b105",33,29,0,0,23,21,0,0,4,5,4,3,2,0
"658",100563,12,"0001d30c","0001d39e",24,17,0,0,14,12,0,0,4,2,4,3,2,0
"660",100565,14,"0001dbdc","0001d3aa",24,24,0,0,14,16,0,0,5,5,4,3,1,0
"661",100566,12,"0000cbf8","0001d56a",31,29,0,0,21,18,0,0,6,5,2,5,2,1
"662",100567,11,"0001dba4","0001dbe0",27,30,0,0,20,20,0,0,5,6,2,4,0,0
"663",100568,11,"0001daa6","0001dbe1",39,45,0,0,22,26,1,0,5,6,5,6,6,7
"664",100569,12,"0001dbc2","0001d674",30,37,0,0,25,24,0,0,5,6,0,4,0,3
"665",100570,14,"0000cc35","0001d3a0",31,39,0,0,23,23,0,0,6,6,2,6,0,4
"666",100571,13,"0001d39f","0001b0fa",25,26,0,0,15,19,0,0,6,5,4,2,0,0
"667",100572,10,"0000cee4","0000cee0",17,19,0,0,12,12,0,0,4,4,1,1,0,2
"669",100573,14,"0001d32b","0001d395",26,29,0,0,15,12,0,0,5,6,4,6,2,5
"670",100574,13,"0001de3e","0000c9c0",36,32,0,0,25,23,0,0,6,4,2,3,3,2
"671",100575,10,"0001dc08","0001d3a4",35,35,0,1,19,19,2,2,6,6,5,4,3,3
"672",100576,13,"0001d39f","0001b0fa",35,43,0,0,20,23,0,2,6,6,5,6,4,6
"673",100577,13,"0001dbb5","0001d497",37,34,0,0,24,23,0,0,6,5,5,3,2,3
"674",100578,11,"0001dbc2","0001d674",32,31,0,0,19,15,0,0,5,6,4,5,4,5
"675",100579,12,"0001dc09","0000ce20",27,31,0,0,18,23,0,0,5,5,3,1,1,2
"677",100581,10,"0000cee6","0001a9bd",37,29,0,0,23,17,0,0,6,6,4,3,4,3
"678",100582,12,"0001d457","0001d66f",24,40,0,0,20,23,0,0,1,6,3,6,0,5
"679",100583,11,"0001d56f","0000cab4",38,35,0,0,23,24,0,0,5,4,6,6,4,1
"680",100584,12,"0001b120","0001d182",28,25,0,0,19,19,0,0,4,4,5,2,0,0
"681",100585,12,"0001dc0c","0001dbcd",30,17,0,0,14,8,0,0,4,3,5,4,7,2
"683",100587,11,"0001dbeb","0000ceea",30,22,0,0,20,14,0,0,3,5,3,0,4,3
